responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_show_phone,intercept_adview_buyer_sent_msg,intercept_chatlist_buyer_sent_msg,intercept_user_clicked_on_adreply,dt
R_10ATSakgx6t6Ta9,2021-12-13T02:37:21.303Z,1090,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,fc636ef8-a993-42a4-89d2-c2c261010a47,indefinido,2020,Sim,,,,2022-02-13
R_1QmbTRiVFYEhV9T,2021-12-13T02:41:02.437Z,64,"É boa, consigo negociar",3,Parabéns  pela confiabilidade dessa empresa.,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,mobile,a7f01cca-5c2f-44c6-a9b9-9d36fb226074,967604816,5080,,Sim,,,2022-02-13
R_1OruqyQ9QqUqXP1,2021-12-13T02:55:54.628Z,9,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,d6429a86-390e-405c-be83-93abcd7b7818,indefinido,indefinido,,,Sim,,2022-02-13
R_1Iu9GtRnLMokVDs,2021-12-13T02:56:24.250Z,56,"É boa, consigo negociar",3,"poderiam controlar mais anuncios repetidos, e muitos desses anuncios as pessoas ja ate venderam o produto e não tiram do site",Web,OLX_Buyer_Negotiation,https://am.olx.com.br/,desktop,9610a541-6d22-4e98-9524-dc0f43d97071,951232443,2060,,Sim,,,2022-02-13
R_337Q1jX59hGpYIv,2021-12-13T02:56:26.644Z,7,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,09898083-6488-41f1-b986-9e78a016aa9c,indefinido,indefinido,,,Sim,,2022-02-13
R_24PmNr0iiK7OBgz,2021-12-13T13:03:04.997Z,9,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,cc6a355e-3488-49e3-8951-9c0d15b1830c,indefinido,1020,Sim,,,,2022-02-13
R_3J2udQn6sYNo2hw,2021-12-13T13:06:13.395Z,8,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,081b1fb4-bb69-4398-982d-0ca8e3ff66f8,indefinido,1020,Sim,,,,2022-02-13
R_2cvDwi0S5JxbnYk,2021-12-13T13:09:24.290Z,282,"É boa, consigo negociar",3,"Às vezes o anunciante não responde, nem pelo whatsapp (ou ligação), nem pelo chat. Mas o bom é que sempre tem muitas opções interessantes de anúncios, então sempre tem algum que responde mais rápido. Outro ponto são as fotos do imóvel, muitas fotos são de má qualidade, o que acaba não valorizando o imóvel e não dando pra perceber se é um imóvel bom ou se não.
",Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,ca918e69-95c7-45a9-884b-f843f88afcbe,indefinido,1002,Sim,,,,2022-02-13
R_1FskNUuhMertHkq,2021-12-13T13:12:19.175Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://se.olx.com.br/,desktop,b6bbd392-97cf-4d03-9775-53229d79199e,indefinido,1040,Sim,,,,2022-02-13
R_3CCnmmqurJEjDud,2021-12-13T13:13:14.336Z,74,É muito bom negociar na OLX,4,"Gosto muito dessa opção do Olx pay, pena que muitos vendedores ainda tem medo de vender com entrega pelos correios.",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,3cc9eddc-3904-4dc3-a234-ca388b31d9b6,indefinido,indefinido,,,Sim,,2022-02-13
R_2QGaMgDAqSQ8uwd,2021-12-13T13:17:42.716Z,13,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ma.olx.com.br/,desktop,73ff0d08-9e53-4fba-bad8-cf52a806c262,indefinido,2060,Sim,,,,2022-02-13
R_1LYbeB7pSHTyecE,2021-12-13T13:19:21.190Z,10,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,3f1dc3df-d054-48cc-9d58-7d5384c3bfd1,indefinido,indefinido,,,Sim,,2022-02-13
R_2PbdOPZkI1xJqlF,2021-12-13T13:19:34.518Z,66,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,mobile,1c3bcd05-9ab8-4a7a-af4b-e21b8eacb623,959696124,8060,,Sim,,,2022-02-13
R_xnqgD10B1nSWWpb,2021-12-13T13:21:48.652Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rs.olx.com.br/,desktop,4bcd9ba1-c299-4e2a-b090-ba37895354f9,967532473,2020,,Sim,,,2022-02-13
R_1eOWyVjv9Xui3kL,2021-12-13T13:22:06.488Z,17,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://rs.olx.com.br/,mobile,9cddd9c9-535b-4f59-9365-4526d09c776d,967586986,5020,,Sim,,,2022-02-13
R_VIQZP9xaV2Srjzz,2021-12-13T13:22:11.996Z,12,É muito bom negociar na OLX,4,Dahoraaaaaaaaaaa!,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,0c3e656d-9f58-4033-ab94-5194e9d86b2d,956437420,3040,,Sim,,,2022-02-13
R_tWdEnMajmmsuPU5,2021-12-13T13:28:41.842Z,63,É muito bom negociar na OLX,4,ja  negorciei  por aqui  porem sempre vou  na  casa de vendendor asim  evito  fraudes ,Web,OLX_Buyer_Negotiation,https://ce.olx.com.br/,desktop,dfb100c3-5d22-4401-86bd-8637d99f8f87,964468153,3060,,Sim,,,2022-02-13
R_2VsR8GavWi7aJg5,2021-12-13T13:29:17.443Z,150,É muito bom negociar na OLX,4,"Já fiz alguns negociações com olx, mais precisa melhorar as pessoas que trabalham com financiamentos e golpistas , precisa ser claro nas informações , ex: vc está vendendo o carro ou está financiando p depois ligar p proprietario imbuti o valor, então precisa orrigir esse detale de informação , fica mais claro.",Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,6feff5f2-1f52-4018-ad4e-6a4efdbbb48f,indefinido,2020,Sim,,,,2022-02-13
R_2zMZPlAoUsXydbg,2021-12-13T13:33:04.959Z,19,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rn.olx.com.br/,mobile,9846c53a-2f22-41b5-ab30-48aa14559e5d,indefinido,2020,Sim,,,,2022-02-13
R_3EclAwkngOGGXgl,2021-12-13T13:34:20.210Z,37,É muito bom negociar na OLX,4,Faço excelentes trabalhos. ,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/,mobile,0b67096c-a7fe-4153-8f6b-ac267655b35f,indefinido,5040,Sim,,,,2022-02-13
R_sFo1mSJUVKGN9Qt,2021-12-13T13:36:18.825Z,163,"É boa, consigo negociar",3,"Os usuários tem dúvidas diversas sobre a criação de anúncios e habilitação e desativação de alguns recursos, isso gera confusão durante as negociações. 
Há clones de perfis em diversas categorias, sei e reparo por já conhecer a Olx a muitos anos... mas esse tipo de situação cria desconfiança em recém chegados. ",Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,0a9a542b-8053-47c4-8e86-3979b7e455ab,indefinido,2020,Sim,,,,2022-02-13
R_22tcs844dTHt2TF,2021-12-13T13:37:07.264Z,49,"É boa, consigo negociar",3,TENHO FEITO ALGUNS BONS NEGOCIOS PELA OLX. EXCELENTE E EU RECOMENDO.,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/,desktop,c98d4e23-5b3b-429e-a020-2b90ff7634e7,indefinido,12180,Sim,,,,2022-02-13
R_2QfA1u5Hx9Eu5XB,2021-12-13T13:41:30.986Z,11,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pb.olx.com.br/,mobile,5b3a857a-53cd-460f-a7e3-fc94dade4ea9,967908073,2020,,Sim,,,2022-02-13
R_24ORSj9PNNDTVVB,2021-12-13T13:41:31.742Z,25,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,d95474b3-88ff-488b-91ef-b1f6a32396a7,967214604,3060,,Sim,,,2022-02-13
R_1CHCIeU4tbHIVGg,2021-12-13T13:42:09.529Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,60923559-5907-4388-97b0-1dd3a9a35d2c,967852226,12060,,Sim,,,2022-02-13
R_3O0QsB6WMvrWwUv,2021-12-13T13:43:55.950Z,76,"É ruim, tenho dificuldade",2,Só tem gente que não lê o anúncio e te faz prospectas absurdas ! Todos dão um nome falso ! Nunca vi tanto golpe ! ,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,cfc25578-8996-4c84-9b80-3393e5798e67,indefinido,indefinido,,,Sim,,2022-02-13
R_1DBFlw5tAdQo0eg,2021-12-13T13:46:45.378Z,31,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://df.olx.com.br/,desktop,2f5922d7-0f7a-4077-9167-15578387d49d,944283500,3060,,Sim,,,2022-02-13
R_3CrUBWk6OvwGbgl,2021-12-13T13:47:45.356Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://se.olx.com.br/,desktop,829bab49-dc47-491c-9a11-17175f73cd7c,958284492,3020,,Sim,,,2022-02-13
R_3DdV69FHlR4aj2t,2021-12-13T13:50:54.310Z,12,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,4b965797-caff-4641-898c-620f59096f53,indefinido,indefinido,,,Sim,,2022-02-13
R_2a9mWmp4DmUKbZ3,2021-12-13T14:03:28.187Z,14,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,a6fc7823-bf6b-4376-aff0-3d78b9890a94,indefinido,indefinido,,,Sim,,2022-02-13
R_2eQdDnfJLcNNTOg,2021-12-13T14:03:32.909Z,152,É muito bom negociar na OLX,4,"PROCURO SER CORRETO, MEU DEVER, COM TODOS, ",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,2904d5c4-71d5-42b0-9073-87989fea928f,indefinido,indefinido,,,Sim,,2022-02-13
R_2dVXQY3rQK2JLYg,2021-12-13T14:22:25.899Z,15,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,bb9f49a1-9c8e-4582-bd45-c4b745966765,indefinido,indefinido,,,Sim,,2022-02-13
R_1NzBX3NQs1zABIA,2021-12-13T14:57:45.004Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,f0344a23-1baa-471a-b7ba-84e91c8fa2c4,indefinido,indefinido,,,Sim,,2022-02-13
R_3fP3JU7exDHRtK5,2021-12-13T15:07:55.310Z,73,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,34ecd1f8-300f-4ef0-a159-d5259d63f29f,indefinido,indefinido,,,Sim,,2022-02-13
R_2WC5y5PtfAfEA99,2021-12-13T15:14:46.316Z,20,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,f26d52ae-bad6-4c3f-9614-9d0e1d12150b,indefinido,indefinido,,,Sim,,2022-02-13
R_2wFhz9LxoRZxV32,2021-12-14T15:05:33.990Z,18,"É ruim, tenho dificuldade",2,,Web,OLX_Buyer_Negotiation,https://ce.olx.com.br/,mobile,91af65df-44ba-457d-8377-ae84cf420e25,indefinido,7020,Sim,,,,2022-02-13
R_2y2d5KmE06WkD0F,2021-12-14T15:06:20.953Z,58,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sc.olx.com.br/,desktop,2048ad7b-811e-4b1b-8238-c2bb628ef14b,indefinido,2020,Sim,,,,2022-02-13
R_2BywRtPJNxJxY14,2021-12-14T15:11:37.655Z,24,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,227e4d87-3426-4bc2-af5f-e4aed6f6220a,967634405,2020,,Sim,,,2022-02-13
R_10OVC42s5cwmvxN,2021-12-14T15:12:08.001Z,7,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/,desktop,1cfeb8ec-b897-49bb-89c1-191470fc2ce4,indefinido,6060,Sim,,,,2022-02-13
R_VJuY577GuKDfkyJ,2021-12-14T15:18:32.907Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,82022c29-84c0-41ca-b057-daae5e9d630b,indefinido,indefinido,,,Sim,,2022-02-13
R_3EJVi1OLEE9ylqY,2021-12-14T15:23:01.763Z,102,"É ruim, tenho dificuldade",2,"O site em si é bom, o problema é os vendedores que a maioria das vezes não respondem isso é ruim.",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,c5e6dda9-4283-4a98-9e69-d246cd2fc9a2,indefinido,indefinido,,,Sim,,2022-02-13
R_3nIzQJSGNfusjVE,2021-12-14T15:29:03.586Z,80,"É ruim, tenho dificuldade",2,"o app extremamente lento, bugs demais, não funciona bem em segundo plano, quando clicamos no push ele leva para o app mas não abre onde deveria",Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,0fa5e4dc-d4b9-4ee6-84b2-2112ad20e66e,indefinido,indefinido,,,Sim,,2022-02-13
R_3Ocb5rufT6TpvnP,2021-12-14T15:31:16.966Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,mobile,7aef7d2f-549a-4ec9-97e7-acd89e4caf64,indefinido,7020,Sim,,,,2022-02-13
R_1OiZv4fzOSi6Ckz,2021-12-14T15:36:43.540Z,78,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,mobile,19608e78-fb31-4a4e-b5ae-e2f3b4c7ad4e,indefinido,indefinido,,,Sim,,2022-02-13
R_2zezl2J6nEziEzo,2021-12-14T15:39:37.991Z,39,"É ruim, tenho dificuldade",2,"Poderiam fazer a verificação mais rigorosa, tem muitos golpistas",Web,OLX_Buyer_Negotiation,https://ma.olx.com.br/,desktop,f2ae49e6-7341-4234-834e-d17231a68a1c,indefinido,2060,Sim,,,,2022-02-13
R_1Nlw5CJKs6EQj7p,2021-12-14T15:42:42.363Z,11,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,bc4dda72-c729-48dd-bf50-d0e84bc60fe3,958926937,2020,,Sim,,,2022-02-13
R_337phLtJt39syvB,2021-12-14T15:54:47.535Z,11,"É péssimo, nunca consigo fechar negócio",1,,Web,OLX_Buyer_Negotiation,https://sc.olx.com.br/,desktop,c40057a5-226c-450c-9ba9-84dfa4116643,968973355,2020,,Sim,,,2022-02-13
R_3erZyYkwDQkurVi,2021-12-14T15:55:30.015Z,15,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,d69bed0d-2655-4d25-9af3-e3a2a315cfcc,indefinido,indefinido,,,Sim,,2022-02-13
R_QlzQJTiRaC1ugAp,2021-12-14T15:55:59.389Z,10,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,761d17d3-8a84-4b1f-8661-fb7eb4a11d52,indefinido,indefinido,,,Sim,,2022-02-13
R_1QnHDpGQU1TJWEy,2021-12-14T16:03:07.308Z,16,"É ruim, tenho dificuldade",2,as pessoas nao respondem ,Web,OLX_Buyer_Negotiation,https://pa.olx.com.br/,desktop,6d36e34b-1b68-4bcb-bcab-2460608cc989,968841045,3060,,Sim,,,2022-02-13
R_Rz6Ncfs3LqBZmYF,2021-12-14T16:07:51.795Z,29,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://go.olx.com.br/,desktop,2a8d415b-2dd2-41c2-8ee4-e48c25c48e56,indefinido,5000,Sim,,,,2022-02-13
R_2Y4KapCoG1P3iQ8,2021-12-14T16:11:34.334Z,17,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,def2b8db-3cbf-47f4-a286-827d810133da,indefinido,indefinido,,,Sim,,2022-02-13
R_bOOuSY9RmGqAU5r,2021-12-14T16:14:33.264Z,14,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,4b926ebd-78a3-4ac5-b528-d4db9cd26ea7,indefinido,indefinido,,,Sim,,2022-02-13
R_Di93Iv79M2tYrMR,2021-12-14T16:31:00.148Z,69,"É boa, consigo negociar",3,"as vezes complica, tipo a ultima compra que fiz pelo olx pay, estão com meu dinheiro ate agora. isso vai dar problema
",Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,71f3ba27-7ceb-4c3c-8438-b8f245fb0bbe,968363883,3040,,Sim,,,2022-02-13
R_cx9oUpuMTvbTdi9,2021-12-14T16:32:38.443Z,83,"É ruim, tenho dificuldade",2,Muitos anúncios em categorias incorretas e infelizmente muitos anúncios enganosos.,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,d7a62e54-2b31-4b62-aeee-9c5391d147ba,indefinido,indefinido,,,Sim,,2022-02-13
R_3PnMGRPzyGtcdT5,2021-12-14T16:32:44.791Z,11,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,8909ab2a-93da-4833-b932-1730ea2433da,indefinido,indefinido,,,Sim,,2022-02-13
R_1gefAoDQaYxAWrE,2021-12-14T16:40:12.101Z,20,"É péssimo, nunca consigo fechar negócio",1,,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,mobile,6a07be25-f002-4507-83c7-65145d5cb8d6,indefinido,1040,Sim,,,,2022-02-13
R_3knyivh780bRFaH,2021-12-14T16:40:55.339Z,10,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,8a48bbcd-46e8-498a-89ba-b69e133603d7,915800042,1080,,Sim,,,2022-02-13
R_3ReY7cHvp29QRAy,2021-12-14T16:44:20.911Z,21,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://ba.olx.com.br/,desktop,89758684-a43f-4b98-a59a-63f1afaa1b45,indefinido,1020,Sim,,,,2022-02-13
R_2uTYtJTD0Q08t9U,2021-12-14T16:52:37.183Z,7,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,9987b2db-911a-4135-8fdd-a5ffe896d765,969004579,5020,,Sim,,,2022-02-13
R_10rqWeJVKzEJ9hk,2021-12-14T16:52:51.985Z,14,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://df.olx.com.br/,desktop,2f619e3e-ae84-460a-9bd0-5d20024e96f5,964656902,2020,,Sim,,,2022-02-13
R_3h6AQ4rJrVvdvxC,2021-12-14T16:53:28.776Z,16,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://ro.olx.com.br/,desktop,c71a6d96-066c-47f2-9d63-8c312e49fb1f,959359923,6060,,Sim,,,2022-02-13
R_2dHmKBC9RSRHefr,2021-12-14T16:54:09.254Z,14,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rs.olx.com.br/,desktop,510a7c9b-5d32-4040-b1a7-cf6b0adb338c,indefinido,5040,Sim,,,,2022-02-13
R_vChH1kbxp90B2F3,2021-12-14T16:55:03.233Z,68,"É boa, consigo negociar",3,"Tem que ter mais força os mecanismos de denuncia, vejo por aqui muitos anúncios que denuncio e não se faz nada",Web,OLX_Buyer_Negotiation,https://sc.olx.com.br/,desktop,7bfc8d78-134a-41d5-b871-0f2194b3fa6e,indefinido,1100,Sim,,,,2022-02-13
R_1r92gAUVK26FTTN,2021-12-14T17:15:15.663Z,76,"É ruim, tenho dificuldade",2,"Tive problema alguns dias atrás, fui enganado. Paguei por algo que na realidade não funciona em meu aparelho. Estou a procura de outro que me atenda, mas está bem dificil.",Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,0fa75011-52e6-42c2-95a4-6654d518ca2c,962846889,3020,,Sim,,,2022-02-13
R_278ssYg3nnTpX09,2021-12-15T17:03:45.796Z,30,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,d52399c4-1b5d-49a0-8c5d-db5a83ab1f4e,indefinido,2020,Sim,,,,2022-02-13
R_2E45J9RQJHnhw7A,2021-12-15T17:08:41.372Z,13,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://conta.olx.com.br/,desktop,ac37919a-10b4-4409-bcbc-2a79f6601bbb,indefinido,indefinido,,,Sim,,2022-02-13
R_1divy66EAg80Ew4,2021-12-15T17:08:53.013Z,5,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rs.olx.com.br/,desktop,4473fb28-50fa-454d-802d-e1c35e8eb507,962578613,1020,,Sim,,,2022-02-13
R_214AcSgVeZiAMav,2021-12-15T17:09:54.090Z,8,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://sp.olx.com.br/,desktop,f6a06a13-d0ae-4d7e-aaa9-145808ec4d83,968102087,3060,,Sim,,,2022-02-13
R_2z8VfdugsS5oOu8,2021-12-15T17:11:03.025Z,19,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-em-arvoredo-contagem-mg-940091054,mobile,cfbb101b-50c3-41a5-89c7-1c00ad49d02b,indefinido,1040,Sim,,,,2022-02-13
R_BWkO8cuuxy0sH6N,2021-12-15T17:11:11.786Z,21,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/celulares/iphone-6s-967205323,mobile,679724e5-9c0c-4cd7-a8bc-dee574e3d829,967205323,3060,,Sim,,,2022-02-13
R_1mLvBBsYDcdI7VO,2021-12-15T17:12:26.630Z,7,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://rj.olx.com.br/,desktop,d8de2961-4b4a-4033-a9c9-3cf5e317b519,961616209,1100,,Sim,,,2022-02-13
R_vZuY3CM4aR0frUd,2021-12-15T17:14:09.449Z,17,"É boa, consigo negociar",3,,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,desktop,8fe9a86c-1b90-4386-bc55-b8bb7459bdb8,indefinido,2020,Sim,,,,2022-02-13
R_3qJDJAW1aVacbtv,2021-12-15T17:20:17.457Z,13,É muito bom negociar na OLX,4,,Web,OLX_Buyer_Negotiation,https://mg.olx.com.br/,mobile,12637f5b-377d-4fff-acc4-9bd4b2a02776,indefinido,7020,Sim,,,,2022-02-13
