responseid,recordeddate,duration,q1_opcao,q1_nota,q2,plataforma,pesquisa,referer,di_device_type,pubaccid,list_id,category_id,intercept_user_inserted_ad,intercept_left_page,dt
R_1IH7ylLPQFBYl1f,2021-12-20T14:34:36.951Z,99,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7074eb0e-c9ae-4cb2-9c28-31dc6070285e,indefinido,indefinido,,Sim,2022-02-13
R_2aCWa5XBGlkrqRF,2021-12-20T14:42:00.337Z,17,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8e465cf2-da31-4b41-8b11-5eac905c6ae2,indefinido,indefinido,,Sim,2022-02-13
R_3MPYAICnmEgguS2,2021-12-20T15:41:38.343Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1a12ce77-a964-40ee-b0fb-90124c43ea43,indefinido,indefinido,,Sim,2022-02-13
R_qUxks2sxNjVeYoN,2021-12-20T15:43:42.673Z,21,"É péssimo, nunca consigo publicar meus anúncios",1,muitos erros muito estresse ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1648e2d0-796d-4804-870b-176ad0db861c,indefinido,indefinido,,Sim,2022-02-13
R_PvwvZXwbOGtEdEZ,2021-12-20T15:43:59.691Z,24,É muito bom publicar na OLX,4,Estou gostando muito.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9ffcb0b0-ed92-4744-a135-b8eb089fa57f,indefinido,indefinido,,Sim,2022-02-13
R_3plHwY65qTRVjrR,2021-12-20T16:08:59.059Z,55,"É ruim, tenho dificuldade",2,a muito conflitos no ite a vezes!!1,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,68a9567f-115a-440d-a486-4fbe72ebd26d,indefinido,indefinido,,Sim,2022-02-13
R_10VpRtXLktS8YSP,2021-12-21T15:25:20.480Z,51,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1b063675-cb7e-422e-83c8-1963bd102c3f,indefinido,indefinido,,Sim,2022-02-13
R_1CEbUDvlUOeFBuA,2021-12-21T15:43:32.362Z,30,É muito bom publicar na OLX,4,MUITO BOM O TRABALHO DE VOCÊS . ESSENCIAL PARA NÓS,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,43781801-d7fa-4730-8621-dc43d652c19f,indefinido,indefinido,,Sim,2022-02-13
R_1MTAhGN6J9fg97b,2021-12-21T17:20:06.751Z,25,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,cd05b3ef-00dd-4406-b2b1-f138d9b3d1f8,indefinido,indefinido,,Sim,2022-02-13
R_1Q6OURt2D8lWbYy,2021-12-21T17:22:22.332Z,16,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,bfc0c444-ae4a-4774-954c-bb5164bb063c,indefinido,indefinido,,Sim,2022-02-13
R_UoJuW2TOPDgf0Fr,2021-12-21T17:46:53.884Z,16,É muito bom publicar na OLX,4,melhor lugar para vender autos,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,dd6d3367-fb1a-4b7b-8406-cdd3f39eae0e,indefinido,indefinido,,Sim,2022-02-13
R_123hRdc1eCiitW8,2021-12-21T19:10:14.868Z,19,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5d6f3ef8-6ff8-4b3b-a748-d8e881fa485b,indefinido,indefinido,,Sim,2022-02-13
R_2Uh1NQbQ9nE820j,2021-12-21T19:12:59.160Z,121,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b6c8fd1b-c413-4da1-a8e6-8e64b6a1b17a,indefinido,indefinido,,Sim,2022-02-13
R_qznEons2HrPMzo5,2021-12-21T19:15:45.538Z,63,É muito bom publicar na OLX,4,muito bom e super rapido parabéns pelo serviço,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9fc2e159-0eaf-4af4-a244-9c0d696e8a54,indefinido,indefinido,,Sim,2022-02-13
R_vSmn9WdV3l9utUJ,2021-12-21T19:33:27.383Z,61,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,05beaf42-3d5b-4f85-8e01-758c292fb154,indefinido,indefinido,,Sim,2022-02-13
R_SPluemaEs59mOyJ,2021-12-21T19:58:43.397Z,18,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,3b082723-9108-4e43-9b46-cfa979a9000a,indefinido,indefinido,,Sim,2022-02-13
R_2QxmJh7JBHIExak,2021-12-21T20:17:30.789Z,359,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f1df685d-baa6-4bf7-b0f6-1bc3b86230da,indefinido,indefinido,,Sim,2022-02-13
R_ULWgV6ioE6TBVRL,2021-12-21T20:30:13.380Z,26,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,db68052e-52ef-4e23-b766-4aff086b83f7,indefinido,indefinido,,Sim,2022-02-13
R_TdxWL1tFbHaaSyJ,2021-12-21T20:35:05.254Z,150,"É bom, consigo publicar meus anúncios",3,"É bom publicar, mas precisaria mudar a configuração de publicação duplicada, pois preciso publicar várias vezes o mesmo o mesmo produto, e muitas das vezes perco todas edição quando se é excluído por duplicação.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8c8e3de1-96fb-498e-9390-8a12eeec333e,indefinido,indefinido,,Sim,2022-02-13
R_1KrkXtwKQ8ArD0a,2021-12-21T20:40:08.272Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,56754fb8-553a-41d4-b113-f3bd05a9b77e,indefinido,indefinido,,Sim,2022-02-13
R_1DBy4LLbol06Dgs,2021-12-22T17:23:39.299Z,47,É muito bom publicar na OLX,4,"Ferramenta do meu trabalho!
#amoOLX",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,de2543f8-5b95-4bbd-aca1-f3ad00fcc609,indefinido,indefinido,,Sim,2022-02-13
R_cTMDY4Rm26ZUgCJ,2021-12-22T17:57:37.267Z,31,"É péssimo, nunca consigo publicar meus anúncios",1,"trava muito, da erros",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,648bb183-5ff1-4dd4-9340-e824901d8a01,indefinido,indefinido,,Sim,2022-02-13
R_SDj85Anclm2mGVb,2021-12-22T18:07:07.011Z,104,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1bb3c9d4-67c5-492d-b0d4-d648b738484b,indefinido,indefinido,,Sim,2022-02-13
R_agiTQqDYWxXrPyN,2021-12-22T19:11:15.378Z,23,É muito bom publicar na OLX,4,muito bom,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b9fb35f9-6b68-4f2e-b18e-6a90da1049de,indefinido,indefinido,,Sim,2022-02-13
R_NXCBRxTIE6OsE9z,2021-12-22T19:12:26.023Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,2e9ce676-326d-4673-966f-f793efc03c8a,indefinido,indefinido,,Sim,2022-02-13
R_AmuoAfAFzPiS1S9,2021-12-22T19:12:35.105Z,554,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,58a321b0-2a38-4962-90bc-0e588a33fe8a,indefinido,indefinido,,Sim,2022-02-13
R_XB4bz6QLJTHXrCp,2021-12-22T19:26:14.956Z,15,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d213b28c-f622-4d37-a3cc-63ec265814cb,indefinido,indefinido,,Sim,2022-02-13
R_1i4N0ZVbQkKVBuu,2021-12-22T19:37:37.160Z,43,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,653e0108-304a-4fba-93a5-f82a474b50c3,indefinido,indefinido,,Sim,2022-02-13
R_2ffmrYLtekCba4b,2021-12-22T20:22:13.525Z,32,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,63973e00-9966-44a2-9c2c-1bdb506e88e5,indefinido,indefinido,,Sim,2022-02-13
R_oYb9Rys89RBBhqp,2021-12-22T20:36:57.474Z,11,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,52410182-91d7-4308-b553-5e534ba62502,indefinido,indefinido,,Sim,2022-02-13
R_1MZda6lRGqbv9rh,2021-12-22T20:43:20.043Z,55,É muito bom publicar na OLX,4,É super fácil e rápido postar os anúncios. Quero ter agora a experiência da primeira venda nessa plataforma.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,7ac2ee59-24eb-48cd-b04c-7a325dc3923a,indefinido,indefinido,,Sim,2022-02-13
R_bJH4CVuqswdynOV,2021-12-22T22:15:40.885Z,29,É muito bom publicar na OLX,4,gostaria pode postar videos ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,a7edf3d7-a1a4-49ae-b216-f3fdd6d4b62f,indefinido,indefinido,,Sim,2022-02-13
R_0ctq6uZS1mqr6W5,2021-12-22T22:17:21.274Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,c41e0e0d-73c5-4278-a50e-4174257b585c,indefinido,indefinido,,Sim,2022-02-13
R_2fpQpuvrjVbSwHB,2021-12-22T22:37:37.174Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,04e4bdc3-9aa1-4363-a4cf-1cac40cbe72a,indefinido,indefinido,,Sim,2022-02-13
R_5yXkzzbcHQTcj7z,2021-12-23T19:04:58.732Z,16,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,77caba17-71a8-408b-b42b-f14108943ad2,,,Sim,,2022-02-13
R_1nT15wz9iKSXhsN,2021-12-23T19:05:44.095Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,0a14acea-c2aa-496d-9c39-1411b5cc9c45,,,Sim,,2022-02-13
R_3lzs97bDqH78u0F,2021-12-23T19:24:06.888Z,35,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6b9e9d07-0044-45ef-9cd9-c09431d0072a,indefinido,indefinido,,Sim,2022-02-13
R_2tbsFwOs0Ow2nAg,2021-12-23T19:30:20.424Z,49,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,aec3e722-c348-4c36-99f1-61b2fbc09b58,indefinido,indefinido,,Sim,2022-02-13
R_31HLQzgE46HCt77,2021-12-23T19:41:59.072Z,185,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,6219337a-faf2-4b78-ac11-c06f6c5bd2d0,,,Sim,,2022-02-13
R_1d5YoBuh4Jty1Kc,2021-12-23T20:01:56.468Z,88,"É bom, consigo publicar meus anúncios",3,"Não gosto da limitações de anúncios, deixamos de vender e vocês de ganhar. Acho que o CEO de vocês está errado.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,142ebd23-7d73-4324-82b0-ea6011cb3339,,,Sim,,2022-02-13
R_3CO5a15Ity2xjd0,2021-12-23T20:06:08.410Z,136,"É bom, consigo publicar meus anúncios",3,É um bom meio de mostrar meus serviços e permitir que o cliente tenha um orçamento e conhecimento sobre meus serviços oferecidos sem compromisso antes de contratar o serviço ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,071bbb68-ec37-4544-90c1-9bf2f7cf5e74,indefinido,indefinido,,Sim,2022-02-13
R_2uVQ3PlO9rQhuDF,2021-12-23T20:10:42.110Z,16,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,bac14f8e-adc8-4cc3-ba1f-103cf9d5999b,,,Sim,,2022-02-13
R_2OJSsiLS0dyVVFF,2021-12-23T20:13:00.074Z,68,"É péssimo, nunca consigo publicar meus anúncios",1,"Anúncios dando erro constantemente, vez ou outra consigo anunciar o que preciso. ",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,9cc95c0e-8197-4e34-9992-0c913b487a61,,,Sim,,2022-02-13
R_2TUgzv6zzE3IZc9,2021-12-23T20:28:34.066Z,18,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,968324d7-60d3-465c-a59a-d2c3cdf87126,,,Sim,,2022-02-13
R_33Ey5pTLhO9bZyS,2021-12-23T20:31:53.693Z,7,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/ai/form/0/,mobile,eaccb04e-21a6-45bd-8b2c-5ad1caf50c51,,,Sim,,2022-02-13
R_3KK5mSbLjwoPUrF,2021-12-23T20:32:16.504Z,63,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,083f02bc-1423-41ae-8a8f-8d6843123dda,,,Sim,,2022-02-13
R_3mn0dxZdiP77XjI,2021-12-23T20:36:43.809Z,57,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,7a580c29-222f-4b4b-8cb1-fd6df719d934,indefinido,indefinido,,Sim,2022-02-13
R_2bIevH8WKsQ9VZ0,2021-12-23T21:04:55.606Z,13,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,c8a0187c-f558-4611-8378-cf2bdb9a6981,indefinido,indefinido,,Sim,2022-02-13
R_OljYyEPWeilfvZn,2021-12-23T21:14:42.117Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e095d52f-32a4-4a06-bfea-57ca533a7854,,,Sim,,2022-02-13
R_3Pix9Tryvwc55ZK,2021-12-23T21:18:08.473Z,61,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,94eb639e-657f-4bd3-a04b-4fcd8e1d7496,,,Sim,,2022-02-13
R_2qxQMun0QfqQgmw,2021-12-23T21:39:17.099Z,18,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,81a2a6cd-13e7-4a88-84fb-e82bd7e8be62,indefinido,indefinido,,Sim,2022-02-13
R_2XbAZfPoqB5Mxkq,2021-12-23T21:54:41.251Z,71,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,320092bd-1258-43fd-8b65-8ac591f5882c,,,Sim,,2022-02-13
R_OJpos2nhWQbrlrX,2021-12-23T22:06:35.726Z,10,É muito bom publicar na OLX,4,perfeito,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e0c500c5-3570-490b-b630-9106156d36d4,,,Sim,,2022-02-13
R_3qKXngdXax04bh4,2021-12-23T22:12:59.334Z,25,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,930b28ec-a9fd-4e57-a00a-7148e2cd0f92,,,Sim,,2022-02-13
R_3HRoIo0HXtB1PYk,2021-12-23T22:47:28.384Z,168,"É bom, consigo publicar meus anúncios",3,Muitos bugs. Pode melhorar pelo valor que é cobrado.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,3f6f5afe-573a-4d4b-8c45-0a73b2cd7c43,indefinido,indefinido,,Sim,2022-02-13
R_2TMllqtR8rUy6my,2021-12-23T23:19:25.622Z,8,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,8181ec8d-63ec-41e9-890b-a29ddee1e65f,indefinido,indefinido,,Sim,2022-02-13
R_3rTFgHONXoI6iam,2021-12-24T21:13:12.522Z,30,É muito bom publicar na OLX,4,olx parceria a mais de 10 anos .. ,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0779269b-eadd-4f71-8c3c-89d691849a0c,,,Sim,,2022-02-13
R_12eS9w6swcbjkDD,2021-12-24T21:27:38.062Z,14,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b16a62d8-cfc5-42b4-af14-45c986eb7c7e,indefinido,indefinido,,Sim,2022-02-13
R_2B4GO6W7ozSqC8E,2021-12-25T23:10:59.657Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,722a8e48-569a-4b30-b9ae-51974a3326b0,,,Sim,,2022-02-13
R_u2JKq9sRM3LT4gF,2021-12-25T23:39:01.330Z,21,"É bom, consigo publicar meus anúncios",3,É bom,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,298adefc-cc40-4ffc-8f83-f6c1f740b1ad,,,Sim,,2022-02-13
R_ufWdoeod3L21xqF,2021-12-26T00:21:16.743Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,cdc22881-7d58-4660-9b78-44ed98b4bc50,,,Sim,,2022-02-13
R_0izdCksTqTOeB4l,2021-12-26T01:52:18.451Z,19,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,fe2af689-13b2-40db-8cb1-064458f19267,,,Sim,,2022-02-13
R_24kgTFf8nmMzH86,2021-12-26T02:01:20.913Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,8acbecb9-78dc-4f31-883b-7a52e96b6283,,,Sim,,2022-02-13
R_3hFjGhQl2Di1Mq4,2021-12-27T01:07:11.462Z,125,"É bom, consigo publicar meus anúncios",3,Acho que demora um pouco pra publicar,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,39bccbab-4784-4955-816f-2710d2647447,,,Sim,,2022-02-13
R_2rVkKy8fzdUgdzr,2021-12-27T13:14:55.065Z,23,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,aa63269e-42b3-46f0-97aa-c7f7bf6fa377,,,Sim,,2022-02-13
R_DtWlIcDObw3a2QN,2021-12-27T13:18:28.206Z,12,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5bcf2806-94d9-48c0-9a96-4d4a75e9709c,,,Sim,,2022-02-13
R_tFIWOvovDeQ5bfb,2021-12-27T13:18:28.379Z,10,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,ad2e2b62-62c5-4738-8f87-939560257a68,indefinido,indefinido,,Sim,2022-02-13
R_ZDoEXawimWhXAe5,2021-12-27T13:23:29.065Z,10,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,23335bb7-1f08-47d0-b3e1-7254c3400910,,,Sim,,2022-02-13
R_2QnXAQWBp3xe29G,2021-12-27T13:32:22.019Z,25,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,4ed17a18-e4bf-4a71-901b-3cfb05e9dc2d,,,Sim,,2022-02-13
R_9EPodIPvJwyfjIl,2021-12-27T13:33:42.361Z,114,"É ruim, tenho dificuldade",2,"Bom dia, há dias que publico imóveis diferentes e sempre são desativado por ser ""igual"" sendo que trabalhamos com lista de anuncio, então nunca repetimos o mesmo imóvel.",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,380fc142-d037-4a05-aa77-4e09ca088e60,,,Sim,,2022-02-13
R_1inhcVRQO26lgmT,2021-12-27T13:41:19.104Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,5a3d6e24-3f4c-4345-b9e5-fd32e9206e34,indefinido,indefinido,,Sim,2022-02-13
R_TsUikkrgry1C5gt,2021-12-27T13:43:51.741Z,49,"É ruim, tenho dificuldade",2,Por vezes apresenta algum erro no carregamento das fotos.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,cca93103-582b-4578-b7c8-b512a0c3085b,indefinido,indefinido,,Sim,2022-02-13
R_sXttAhox6a5GHRL,2021-12-27T13:47:08.449Z,44,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,1c0b27ec-ebf6-4f89-9522-ce65d5df747f,,,Sim,,2022-02-13
R_bHQClzSZKaDWHCN,2021-12-27T13:53:12.136Z,56,"É ruim, tenho dificuldade",2,Os anúncios são excluídos com frequência,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e4fac32e-078c-4755-aed9-6c8edd4b6218,,,Sim,,2022-02-13
R_3L6hywbPBfZOQ8S,2021-12-27T13:54:46.954Z,16,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,0bbf3b39-833f-42e0-9890-0aca8a743f78,,,Sim,,2022-02-13
R_xfoMBXXzAxHawhj,2021-12-27T13:55:11.414Z,26,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5bfd2ede-8d77-42ee-9531-8462f5f23c3b,,,Sim,,2022-02-13
R_2TZC19LofeTM7cG,2021-12-27T13:59:47.763Z,15,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d613163f-e830-4985-b35b-6bdb05a6e1ce,,,Sim,,2022-02-13
R_bvWBwTmxw2oYcql,2021-12-27T14:02:12.902Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,51a134ed-18a5-4329-a7f2-a11fd26d6362,,,Sim,,2022-02-13
R_2rSC9DHuyNMlu72,2021-12-27T14:08:34.839Z,14,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b37dd497-18aa-4b1c-88f6-7cd3aa25ceb8,indefinido,indefinido,,Sim,2022-02-13
R_2xDUvboiwelfLR9,2021-12-27T14:23:00.933Z,19,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,0d99b881-d423-4365-8a82-4413503f0dcd,,,Sim,,2022-02-13
R_AuOnnUcAB0G2auR,2021-12-27T14:23:57.223Z,25,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,b8a370b3-a866-4e3d-9871-bc379110c1c2,,,Sim,,2022-02-13
R_1f3jG9imMsCg0GT,2021-12-27T14:27:12.020Z,12,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,00691476-6b2e-460d-8e9b-9d81348572a8,,,Sim,,2022-02-13
R_AuGLMFciqalWUAp,2021-12-27T14:42:25.464Z,1124,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,a84e8fd9-331a-4978-b233-575691dbb911,indefinido,indefinido,,Sim,2022-02-13
R_2SvMeyB5bhVCeGO,2021-12-27T14:58:18.627Z,97,"É bom, consigo publicar meus anúncios",3,"amei, consigo negociar normalmente",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,e0f3db48-d715-4eb3-8987-97a1bc07fe1c,indefinido,indefinido,,Sim,2022-02-13
R_en6Mwvv1KplwDYt,2021-12-27T16:00:16.481Z,44,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,20705521-2805-408d-8116-7dea1d9de448,indefinido,indefinido,,Sim,2022-02-13
R_A6Q7XI7VS3msgBr,2021-12-27T16:24:37.379Z,70,"É bom, consigo publicar meus anúncios",3,Muito fácil de anunciar e sem burocracia.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,c35a9d06-ab28-4007-a7d7-22df3e7b64b4,indefinido,indefinido,,Sim,2022-02-13
R_1gtGpzkwJuMstop,2021-12-27T16:26:24.951Z,74,É muito bom publicar na OLX,4,muito bom,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d9022b31-0230-4ab4-8869-c0eaa7830527,indefinido,indefinido,,Sim,2022-02-13
R_6KUwo1G6bJuyBkl,2021-12-27T16:40:12.178Z,30,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,0578c0e0-58ee-4c10-bb30-f22452906022,indefinido,indefinido,,Sim,2022-02-13
R_2rqPZ1xymGvJ0uP,2021-12-27T16:52:05.269Z,61,"É ruim, tenho dificuldade",2,"Publiquei, não apareceu?
Quero aumentar o anuncio, pagando, não sei fazer?",Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,f72de8a8-3a61-4922-bae6-eb82a8f45c66,indefinido,indefinido,,Sim,2022-02-13
R_1OCUXKesxYrN1gx,2021-12-27T17:21:36.099Z,649,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,712948a0-751d-4095-8de4-b3b4ef2e5739,indefinido,indefinido,,Sim,2022-02-13
R_2afNZVREMUKNz0x,2021-12-27T17:49:34.493Z,89,"É ruim, tenho dificuldade",2,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,d8503274-2305-4a80-82a0-496324dc1e66,indefinido,indefinido,,Sim,2022-02-13
R_3iWPuM1yjST9tKc,2021-12-27T18:07:44.872Z,25,"É bom, consigo publicar meus anúncios",3,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,838f5882-5f68-4213-9e41-1e578fd3dd61,indefinido,indefinido,,Sim,2022-02-13
R_24CRdO4jOPjAC4s,2021-12-28T15:07:35.460Z,30,É muito bom publicar na OLX,4,Facilidade em anúnciar e rápido de vender.,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,56c3d5d3-241b-4c1d-a931-babdb246bff1,,,Sim,,2022-02-13
R_22mhxgPQVoYXfCe,2021-12-28T15:24:16.770Z,9,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,86def221-4e12-4488-bbda-a468910e2909,,,Sim,,2022-02-13
R_1fjAy9XHVPxg6Sv,2021-12-28T15:34:37.023Z,12,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,80e86ed1-15e5-44be-ac97-d43d3fc69a08,,,Sim,,2022-02-13
R_1Nek7kupQu4X7MK,2021-12-28T15:39:53.906Z,6,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,desktop,5bae0903-3519-4f10-a82c-e16fef30af1d,,,Sim,,2022-02-13
R_bfGnUWJCL4wcWzL,2021-12-28T15:45:50.909Z,37,É muito bom publicar na OLX,4,,Web,OLX_Seller_AdInsertion,https://www2.olx.com.br/,mobile,84c5aa67-1015-4892-a884-8aeaff458742,indefinido,indefinido,,Sim,2022-02-13
